#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
597	KAI7843832.1	3076.A0A2P6TPW1	93.2	1761.1	C2E21_4936	Bifunctional acetaldehyde-alcohol dehydrogenase.
598	KAI7841362.1	3076.A0A2P6U098	80.1	1483.8	C2E21_1664	Acyl-coenzyme A oxidase peroxisomal isoform A.
599	KAI7835426.1	3076.A0A2P6TG18	93.1	559.3	C2E21_8071	Prolyl 4-hydroxylase subunit alpha-2.
600	KAI7841397.1	3076.A0A2P6U128	63.0	1629.0	C2E21_1694	Histone-lysine N-methyltransferase ATX2-like.
601	KAI7838464.1	3076.A0A2P6TN24	82.0	2714.9	C2E21_5793	ATP-binding cassette superfamily.
602	KAI7839466.1	3076.A0A2P6TWZ9	88.6	1721.8	C2E21_3191	NAD(P) mitochondrial isoform B.
603	KAI7846441.1	3076.A0A2P6TNF2	77.0	858.2	C2E21_5438	Beta-hexosaminidase.
604	KAI7838691.1	3076.A0A2P6U2S7	94.0	854.0	C2E21_0765	Citrate synthase; Belongs to the citrate synthase family.
605	KAI7840990.1	3076.A0A2P6U4Q6	82.0	423.7	C2E21_0238	Succinate dehydrogenase subunit b560.
606	KAI7844330.1	3076.A0A2P6TYS1	97.4	533.9	C2E21_2244	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase; Methylates the 2'-O-ribose of nucleotides at positions 32 and 34 of the tRNA anticodon loop of substrate tRNAs.
607	KAI7839642.1	3076.A0A2P6TJX3	93.9	278.5	C2E21_6685	Pyruvate:ferredoxin (Flavodoxin) oxidoreductase.
608	KAI7843508.1	3076.A0A2P6TLI1	96.5	345.9	C2E21_6412	V-type proton ATPase subunit c 1; Belongs to the V-ATPase proteolipid subunit family.
609	KAI7836112.1	3076.A0A2P6TW21	81.3	1071.6	C2E21_2869	5-nucleotidase domain-containing 4 isoform X1 isoform B.
610	KAI7837271.1	3076.A0A2P6TS12	96.3	717.6	C2E21_4861	Arginine N-methyltransferase; Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N-methyltransferase family.
611	KAI7844617.1	3076.A0A2P6U0J1	93.2	212.6	C2E21_1903	Photosystem I reaction center subunit chloroplastic.
612	KAI7846299.1	3076.A0A2P6TGH4	44.9	361.3	C2E21_7887	Serine threonine-kinase CTR1.
613	KAI7845228.1	3076.A0A2P6TBU0	72.5	373.6	C2E21_9308	Alcohol dehydrogenase [NADP(+)].
614	KAI7846059.1	3076.A0A2P6TT88	91.7	939.9	C2E21_3831	Glucose-6-phosphate 1-dehydrogenase; Catalyzes the rate-limiting step of the oxidative pentose- phosphate pathway, which represents a route for the dissimilation of carbohydrates besides glycolysis.
615	KAI7846233.1	3076.A0A2P6TVG9	95.5	660.2	C2E21_3573	Ribonucleoside-diphosphate reductase small chain isoform B.
616	KAI7842955.1	3076.A0A2P6TJX4	76.0	768.5	C2E21_6627	Pyruvate decarboxylase 4.
617	KAI7843063.1	3076.A0A2P6U2U4	93.5	1411.4	C2E21_1052	Starch branching enzyme I.
618	KAI7845109.1	3076.A0A2P6TLK5	95.7	877.9	C2E21_6428	UDP-glucose pyrophosphorylase.
619	KAI7846222.1	3076.A0A2P6TVG7	62.2	511.5	C2E21_3567	Methyltransferase 6.
620	KAI7843379.1	3076.A0A2P6TDL8	90.5	805.4	C2E21_8733	tRNA-specific 2-thiouridylase.
621	KAI7839261.1	3076.A0A2P6TQU5	98.0	727.6	C2E21_4799	Methionine aminopeptidase 2; Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met- Ala-, Cys, Gly, Pro, Ser, Thr, or Val).
622	KAI7842207.1	3076.A0A2P6TSQ4	93.2	486.5	C2E21_4139	Pseudouridylate synthase transporter.
623	KAI7837976.1	3076.A0A2P6TMZ0	32.6	253.4	C2E21_6033	Alpha-glucosidase isoform B.
624	KAI7842587.1	3076.A0A2P6TTK6	97.0	709.1	C2E21_4210	V-type proton ATPase subunit C; Subunit of the peripheral V1 complex of vacuolar ATPase. Subunit C is necessary for the assembly of the catalytic sector of the enzyme and is likely to have a specific function in its catalytic activity. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.
625	KAI7844701.1	3076.A0A2P6TZQ7	93.6	407.1	C2E21_1981	UMP-CMP kinase; Catalyzes the phosphorylation of pyrimidine nucleoside monophosphates at the expense of ATP. Plays an important role in de novo pyrimidine nucleotide biosynthesis. Has preference for UMP and CMP as phosphate acceptors; Belongs to the adenylate kinase family. UMP-CMP kinase subfamily.
626	KAI7837822.1	3076.A0A2P6TIC4	95.0	860.5	C2E21_7406	Coproporphyrinogen III oxidase.
627	KAI7846415.1	3076.A0A2P6TKU6	73.6	1387.1	C2E21_6133	DNA replication factor C complex subunit 5.
628	KAI7836463.1	3076.A0A2P6TP88	97.6	739.2	C2E21_5619	Homoserine dehydrogenase.
629	KAI7844054.1	3076.A0A2P6TQ83	87.5	1336.2	C2E21_4867	Amine oxidase.
630	KAI7843849.1	3076.A0A2P6TQ35	81.9	1637.1	C2E21_5257	Puromycin-sensitive aminopeptidase isoform X1 isoform B.
631	KAI7841660.1	3076.A0A2P6TLY4	94.7	553.5	C2E21_5894	Alpha beta-hydrolase.
632	KAI7845925.1	3076.A0A2P6U513	77.9	994.2	C2E21_0373	tRNA-dihydrouridine(47) synthase [NAD(P)(+)].
633	KAI7840091.1	3076.A0A2P6TX14	88.5	327.4	C2E21_2706	ADP-sugar pyrophosphatase.
634	KAI7844863.1	3076.A0A2P6U3X4	98.1	845.9	C2E21_0588	Cysteine desulfurase.
635	KAI7837950.1	3076.A0A2P6TGH4	32.0	296.2	C2E21_7887	Serine threonine-kinase CTR1.
636	KAI7841264.1	3076.A0A2P6U1E3	89.6	442.2	C2E21_1854	Acetyl-synthetase.
637	KAI7841989.1	3076.A0A2P6U556	56.1	1285.8	C2E21_0139	Type I polyketide synthase.
638	KAI7837688.1	3076.A0A2P6TMQ3	90.4	906.7	C2E21_5721	NADH dehydrogenase.
639	KAI7843021.1	3076.A0A2P6THB3	94.9	419.1	C2E21_7553	Vacuolar ATP synthase subunit E.
640	KAI7845853.1	3076.A0A2P6TPK2	92.3	797.3	C2E21_5080	MGDG specific palmitate delta-7 desaturase; Belongs to the fatty acid desaturase type 1 family.
641	KAI7844941.1	3076.A0A2P6U584	78.1	1046.6	C2E21_0525	Serine threonine-kinase CTR1 isoform A.
642	KAI7845806.1	3076.A0A2P6TFI1	89.3	907.9	C2E21_8126	Adenosylhomocysteinase.
643	KAI7842572.1	3076.A0A2P6TLI6	95.9	1140.9	C2E21_6234	UDP-sugar pyrophosphorylase 1.
644	KAI7842018.1	3076.A0A2P6TPB4	64.3	521.9	C2E21_5629	Serine threonine-kinase CTR1.
645	KAI7845368.1	3076.A0A2P6TEQ8	64.3	1054.7	C2E21_8515	Serine threonine-kinase.
646	KAI7838933.1	3076.A0A2P6TPU8	88.4	2177.1	C2E21_5287	Starch branching enzyme.
647	KAI7841017.1	3076.A0A2P6U5M3	100.0	515.8	C2E21_0264	Chlorophyll a-b binding protein, chloroplastic; The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated; Belongs to the light-harvesting chlorophyll a/b-binding (LHC) protein family.
648	KAI7837358.1	3076.A0A2P6TUB8	97.1	2641.7	C2E21_3356	Magnesium chelatase subunit H.
649	KAI7845135.1	3076.A0A2P6TT99	97.4	764.6	C2E21_3961	IMP-specific 5-nucleotidase.
650	KAI7835374.1	3076.A0A2P6U556	64.0	607.8	C2E21_0139	Type I polyketide synthase.
651	KAI7841786.1	3076.A0A2P6TC07	95.7	564.7	C2E21_9174	Histidine--tRNA chloroplastic mitochondrial.
652	KAI7837751.1	3076.A0A2P6TCP5	93.1	725.3	C2E21_9115	Glyceraldehyde-3-phosphate dehydrogenase; Belongs to the glyceraldehyde-3-phosphate dehydrogenase family.
653	KAI7842070.1	3076.A0A2P6TMB0	83.7	1615.9	C2E21_6012	Serine threonine-kinase CTR1 isoform A.
654	KAI7844648.1	3076.A0A2P6U025	89.4	505.4	C2E21_1930	Bifunctional phosphatase chloroplastic.
655	KAI7840864.1	3076.A0A2P6U0E4	97.0	603.2	C2E21_1795	Coproporphyrinogen III oxidase.
656	KAI7846131.1	3076.A0A2P6U1I2	83.9	706.1	C2E21_1740	Endonuclease III.
657	KAI7839388.1	3076.A0A2P6TSR5	83.6	1139.8	C2E21_4334	N-alpha-acetyltransferase auxiliary subunit.
658	KAI7840032.1	3076.A0A2P6TKG2	83.5	702.2	C2E21_6651	12-oxophytodienoic acid reductase.
659	KAI7842651.1	3076.A0A2P6TT68	92.0	324.7	C2E21_4271	Archease-like.
660	KAI7836125.1	3076.A0A2P6TI18	85.0	767.3	C2E21_7485	Peptidase M20.
661	KAI7842799.1	3076.A0A2P6U573	80.8	1177.2	C2E21_0304	NAD(H) kinase 1.
662	KAI7846468.1	3076.A0A2P6TQD8	87.6	849.7	C2E21_5034	NADH dehydrogenase [ubiquinone] flavo mitochondrial.
663	KAI7842175.1	3076.A0A2P6TG08	48.7	262.7	C2E21_7959	Thiosulfate 3-mercaptopyruvate sulfurtransferase mitochondrial isoform X2.
664	KAI7836957.1	3076.A0A2P6TY58	72.1	939.5	C2E21_2519	Ubiquinol oxidase; Belongs to the alternative oxidase family.
665	KAI7845993.1	3076.A0A2P6TPB0	72.7	760.4	C2E21_5364	Disulfide isomerase-like 1-2.
666	KAI7838585.1	3076.A0A2P6TNR3	61.3	822.8	C2E21_5556	Serine threonine-kinase CTR1.
667	KAI7839512.1	3076.A0A2P6TC20	92.8	787.7	C2E21_9163	Dihydropterin pyrophosphokinase dihydropteroate synthase.
668	KAI7838967.1	3076.A0A2P6U5H4	90.4	1165.2	C2E21_0160	Cobalamin-dependent methionine synthase.
669	KAI7838029.1	3076.A0A2P6U3J6	75.7	659.1	C2E21_0621	Transducin beta 3 isoform B.
670	KAI7841806.1	3076.A0A2P6TGX9	93.2	1302.3	C2E21_7667	Acetyl-coenzyme A chloroplastic glyoxysomal isoform X1 isoform A.
671	KAI7843621.1	3076.A0A2P6TIX1	71.0	1657.1	C2E21_7064	Histone-lysine N-methyltransferase ATX2-like.
672	KAI7838389.1	3076.A0A2P6TU36	81.1	1030.4	C2E21_3683	Sulfate ABC transporter permease subunit.
673	KAI7839664.1	3076.A0A2P6TXN3	72.2	1261.1	C2E21_2688	DEAD-box ATP-dependent RNA helicase 38; Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family.
674	KAI7838041.1	3076.A0A2P6TJA4	84.8	779.6	C2E21_6873	Citrate synthase; Belongs to the citrate synthase family.
675	KAI7840879.1	3076.A0A2P6TZV7	95.6	794.3	C2E21_1807	3-ketoacyl-thiolase peroxisomal; Belongs to the thiolase-like superfamily. Thiolase family.
676	KAI7841211.1	3076.A0A2P6TFZ9	93.6	1112.4	C2E21_7986	NADP-dependent malic enzyme.
677	KAI7841502.1	3076.A0A2P6TB70	74.2	1023.1	C2E21_9553	Pyruvate decarboxylase 1; Belongs to the TPP enzyme family.
678	KAI7840084.1	3076.A0A2P6TVS0	95.2	1832.4	C2E21_2714	Coatomer subunit alpha-1.
679	KAI7835365.1	3076.A0A2P6TKW3	94.9	664.8	C2E21_6199	Plastid acyl-ACP desaturase.
680	KAI7845517.1	3076.A0A2P6TB82	88.6	1600.1	C2E21_9506	Large subunit of isopropylmalate dehydratase.
681	KAI7843911.1	3076.A0A2P6TQ50	86.5	594.0	C2E21_5210	Prolyl 4-hydroxylase subunit alpha-1.
682	KAI7838192.1	3076.A0A2P6TSZ3	96.2	1210.7	C2E21_4040	Formate--tetrahydrofolate ligase.
683	KAI7835962.1	3076.A0A2P6TT79	92.8	795.0	C2E21_3786	Phenylalanine--tRNA chloroplastic mitochondrial.
684	KAI7836927.1	3076.A0A2P6U2E4	97.2	669.8	C2E21_1131	Malate dehydrogenase.
685	KAI7845218.1	3076.A0A2P6TBZ4	97.5	317.0	C2E21_9320	Nucleoside diphosphate kinase.
686	KAI7835373.1	3076.A0A2P6U556	68.6	1130.9	C2E21_0139	Type I polyketide synthase.
687	KAI7838013.1	3076.A0A2P6U3W6	90.8	1469.9	C2E21_0633	Fructose-bisphosphate cytoplasmic isozyme.
688	KAI7837696.1	3076.A0A2P6TMJ2	90.9	1329.7	C2E21_5734	Ferric-chelate reductase.
689	KAI7841021.1	3076.A0A2P6U3J8	92.7	936.4	C2E21_0268	Dual specificity kinase splA isoform A.
690	KAI7835947.1	3076.A0A2P6TK99	83.5	1049.3	C2E21_6532	Mg-protoporphyrin IX chelatase; Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg-protoporphyrin IX. Belongs to the Mg-chelatase subunits D/I family.
691	KAI7844904.1	3076.A0A2P6U3T5	91.3	642.9	C2E21_0556	Porphobilinogen deaminase.
692	KAI7845370.1	3076.A0A2P6TEA9	93.4	1936.4	C2E21_8513	Calcium-transporting ATPase endoplasmic reticulum-type isoform B; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family.
693	KAI7842112.1	3076.A0A2P6TMU5	95.2	701.8	C2E21_5980	Nicotinamide-nucleotide adenylyltransferase.
694	KAI7837674.1	3076.A0A2P6TBL3	95.1	521.9	C2E21_9416	NADH-cytochrome b5 reductase; Belongs to the flavoprotein pyridine nucleotide cytochrome reductase family.
695	KAI7837984.1	3076.A0A2P6U5M4	87.6	802.4	C2E21_0648	NO-associated chloroplastic mitochondrial.
696	KAI7841008.1	3076.A0A2P6U405	96.7	605.1	C2E21_0252	Anthranilate phosphoribosyltransferase.
697	KAI7835500.1	3076.A0A2P6TUQ0	90.6	1191.0	C2E21_3535	Pyruvate kinase isoform B.
698	KAI7845401.1	3076.A0A2P6TEJ0	91.1	689.5	C2E21_8481	Alcohol dehydrogenase [NADP(+)].
699	KAI7841882.1	3076.A0A2P6U0A6	76.4	504.2	C2E21_1622	Diacylglycerol acyltransferase.
700	KAI7841360.1	3076.A0A2P6TZX5	90.2	516.9	C2E21_1663	(1-3)-beta-glucanase.
701	KAI7842552.1	3076.A0A2P6TGI3	48.2	549.3	C2E21_7743	Multicopper oxidase; Belongs to the multicopper oxidase family.
702	KAI7844827.1	3076.A0A2P6TDR5	82.9	414.5	C2E21_8688	IAA-amino acid hydrolase ILR1-like 3.
703	KAI7846075.1	3076.A0A2P6TS70	96.9	475.7	C2E21_3814	U5 small nuclear ribonucleo 40 kDa.
704	KAI7837581.1	3076.A0A2P6U2H3	74.7	857.4	C2E21_0897	Ankyrin repeat.
705	KAI7841087.1	3076.A0A2P6TKK9	84.8	797.3	C2E21_6513	Metal transporter Nramp3.
706	KAI7836755.1	3076.A0A2P6TS82	88.0	198.7	C2E21_3856	Haloacid dehalogenase-like hydrolase superfamily isoform 1.
707	KAI7842730.1	3076.A0A2P6U2A0	91.3	963.8	C2E21_0996	ADP-glucose pyrophosphorylase small subunit isoform B.
709	KAI7835527.1	3076.A0A2P6TWM7	86.1	885.6	C2E21_3061	Glucose-6-phosphate isomerase; Belongs to the GPI family.
710	KAI7838924.1	3076.A0A2P6TFC5	76.5	3154.4	C2E21_8307	Serine threonine-kinase CTR1.
711	KAI7840338.1	3076.A0A2P6TBQ9	83.2	1092.8	C2E21_9291	NADPH-dependent diflavin oxidoreductase 1; Component of the cytosolic iron-sulfur (Fe-S) protein assembly (CIA) machinery. Required for the maturation of extramitochondrial Fe-S proteins. Part of an electron transfer chain functioning in an early step of cytosolic Fe-S biogenesis. Transfers electrons from NADPH to the Fe-S cluster of the anamorsin/DRE2 homolog. Belongs to the NADPH-dependent diflavin oxidoreductase NDOR1 family. In the N-terminal section; belongs to the flavodoxin family.
712	KAI7835803.1	3076.A0A2P6TRA0	90.1	1341.6	C2E21_4550	5-methyltetrahydropteroyltriglutamate--homoc ysteine s-methyltransferase.
713	KAI7842023.1	3076.A0A2P6U3A2	93.7	270.8	C2E21_0938	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B.
714	KAI7843885.1	3076.A0A2P6TQM7	81.0	853.6	C2E21_5229	Lycopene epsilon cyclase.
715	KAI7839398.1	3076.A0A2P6TTL7	92.6	1026.9	C2E21_4348	Glutamate decarboxylase; Belongs to the group II decarboxylase family.
716	KAI7842057.1	3076.A0A2P6TM47	74.4	923.3	C2E21_6027	Sulfite mitochondrial.
717	KAI7841624.1	3076.A0A2P6TWE7	93.9	783.9	C2E21_2991	Aspartate aminotransferase.
718	KAI7837675.1	3076.A0A2P6TPZ2	94.0	1144.8	C2E21_5010	NADP-dependent malic enzyme.
719	KAI7838879.1	3076.A0A2P6TDE1	91.1	982.6	C2E21_8850	Allophanate hydrolase.
720	KAI7837279.1	3076.A0A2P6TRF4	86.9	796.2	C2E21_4851	Lysophospholipid acyltransferase 1-like; Belongs to the membrane-bound acyltransferase family.
721	KAI7839001.1	3076.A0A2P6TWU3	88.6	959.9	C2E21_2898	Uridine kinase; Belongs to the uridine kinase family.
722	KAI7841938.1	3076.A0A2P6TZS5	90.9	901.4	C2E21_1561	Lysosomal acid lipase cholesteryl ester hydrolase.
723	KAI7844137.1	3076.A0A2P6TRX2	91.4	528.1	C2E21_4510	Prolyl 4-hydroxylase subunit alpha-1.
724	KAI7843313.1	3076.A0A2P6TJ96	85.5	599.0	C2E21_7091	Manganese-dependent ADP-ribose CDP-alcohol diphosphatase-like.
725	KAI7842056.1	3076.A0A2P6TM47	78.7	994.6	C2E21_6027	Sulfite mitochondrial.
726	KAI7843958.1	3076.A0A2P6TPG2	95.9	489.6	C2E21_5172	Pyrroline-5-carboxylate reductase; Belongs to the pyrroline-5-carboxylate reductase family.
727	KAI7839402.1	3076.A0A2P6TTA9	82.2	852.0	C2E21_4350	FAD-dependent oxidoreductase.
728	KAI7835432.1	3076.A0A2P6TFM3	89.7	518.5	C2E21_8069	Prolyl 4-hydroxylase subunit alpha-2 isoform B.
729	KAI7835392.1	3076.A0A2P6TDD1	94.4	1599.3	C2E21_8797	Ribonucleoside-diphosphate reductase; Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides.
730	KAI7842327.1	3076.A0A2P6TZC6	93.1	887.5	C2E21_2120	Protein disulfide-isomerase.
731	KAI7843526.1	3076.A0A2P6TG63	83.5	1010.0	C2E21_7869	Branched chain amino acid aminotransferase.
732	KAI7840759.1	3076.A0A2P6TDF9	97.0	441.8	C2E21_8768	Aspartyl glutamyl-tRNA amidotransferase subunit A.
733	KAI7836387.1	3076.A0A2P6TZC4	93.8	1055.8	C2E21_2621	Type-II calcium-dependent NADH dehydrogenase isoform B.
734	KAI7841722.1	3076.A0A2P6TS56	87.4	636.7	C2E21_4427	Putative prolyl 4-hydroxylase 4.
735	KAI7843367.1	3076.A0A2P6TQX8	95.3	1531.2	C2E21_4536	Glutamine--tRNA ligase; Belongs to the class-I aminoacyl-tRNA synthetase family.
736	KAI7835559.1	3076.A0A2P6U1E2	47.1	698.0	C2E21_1736	Serine threonine-kinase CTR1 isoform A.
737	KAI7841324.1	3076.A0A2P6TZB2	79.4	1608.6	C2E21_2382	Ubiquitin-ligase E3.
738	KAI7841124.1	3076.A0A2P6TG73	97.5	612.5	C2E21_7768	Phosphoglycolate phosphatase.
739	KAI7842012.1	3076.A0A2P6U337	91.5	1228.0	C2E21_0947	Long chain acyl-synthetase 4.
740	KAI7845573.1	3076.A0A2P6TDP6	99.3	284.6	C2E21_8841	Uracil phosphoribosyltransferase.
741	KAI7845569.1	3076.A0A2P6TDB5	70.4	818.9	C2E21_8837	Notchless-like protein.
742	KAI7837147.1	3076.A0A2P6THN2	76.2	817.4	C2E21_7428	tRNA 2-thiouridine(34) synthase isoform A.
743	KAI7845979.1	3076.A0A2P6U4R4	97.6	901.0	C2E21_0173	UDP-glucose 6-dehydrogenase.
744	KAI7843186.1	3076.A0A2P6THB2	84.8	229.6	C2E21_7569	Photosystem I subunit O.
745	KAI7845967.1	3076.A0A2P6U511	90.5	303.9	C2E21_0412	Adenylyl-sulfate kinase; Catalyzes the synthesis of activated sulfate.
746	KAI7845587.1	3076.A0A2P6TWR7	90.7	2627.0	C2E21_2821	DNA (cytosine-5)-methyltransferase; Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family.
747	KAI7843826.1	3076.A0A2P6TQI6	89.3	902.5	C2E21_4931	Threonylcarbamoyladenosine tRNA methylthiotransferase.
748	KAI7843602.1	3076.A0A2P6TIY7	91.8	1028.5	C2E21_7080	Long-chain-fatty-acid--ligase.
749	KAI7837868.1	3076.A0A2P6TJ44	69.9	502.7	C2E21_6969	Uncharacterized protein.
750	KAI7836523.1	3076.A0A2P6TFE3	91.5	349.7	C2E21_8345	3-deoxy-manno-octulosonate mitochondrial isoform B.
751	KAI7841512.1	3076.A0A2P6TXQ6	86.2	1389.8	C2E21_2475	Putative beta-D-xylosidase 7.
752	KAI7839496.1	3076.A0A2P6TCG2	96.3	976.5	C2E21_9150	Glucose-1-phosphate adenylyltransferase; This protein plays a role in synthesis of starch. It catalyzes the synthesis of the activated glycosyl donor, ADP-glucose from Glc-1-P and ATP.
753	KAI7845805.1	3076.A0A2P6TFI1	84.0	889.8	C2E21_8126	Adenosylhomocysteinase.
754	KAI7839438.1	3076.A0A2P6TT87	83.6	1123.6	C2E21_4383	Type I glyceraldehyde-3-phosphate dehydrogenase; Belongs to the glyceraldehyde-3-phosphate dehydrogenase family.
755	KAI7835802.1	3076.A0A2P6TRA0	87.5	1316.2	C2E21_4550	5-methyltetrahydropteroyltriglutamate--homoc ysteine s-methyltransferase.
756	KAI7835669.1	3076.A0A2P6TJ70	55.4	572.4	C2E21_6928	Sulfatase.
757	KAI7835657.1	3076.A0A2P6TCS7	75.3	1315.8	C2E21_8994	Acyl-dehydrogenase family member 10.
758	KAI7838880.1	3076.A0A2P6TD88	89.0	272.3	C2E21_8851	Allophanate hydrolase.
759	KAI7843320.1	3076.A0A2P6TJD3	79.9	1315.8	C2E21_7099	Pyridine nucleotide-disulfide oxidoreductase.
760	KAI7844649.1	3076.A0A2P6U0M9	98.8	821.6	C2E21_1931	Diaminopimelate decarboxylase chloroplastic.
761	KAI7835977.1	3076.A0A2P6TJK8	89.8	1079.3	C2E21_6583	Serine threonine-kinase CTR1.
762	KAI7843112.1	3076.A0A2P6U2V9	91.8	448.0	C2E21_1095	Ribulose-phosphate 3-cytoplasmic isoform.
763	KAI7844818.1	3076.A0A2P6TJQ0	98.1	311.6	C2E21_6771	N-alpha-acetyltransferase daf-31.
764	KAI7844557.1	3076.A0A2P6TWR9	98.2	714.5	C2E21_3124	Acetolactate synthase small subunit chloroplastic-like.
765	KAI7837180.1	3076.A0A2P6U3C7	85.1	933.3	C2E21_1261	alpha-1,2-Mannosidase; Belongs to the glycosyl hydrolase 47 family.
766	KAI7837907.1	3076.A0A2P6U537	89.1	707.6	C2E21_0166	Methionine aminopeptidase; Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met- Ala-, Cys, Gly, Pro, Ser, Thr, or Val).
767	KAI7841884.1	3076.A0A2P6U006	94.6	1424.8	C2E21_1621	Acyl-synthetase AMP-acid ligase.
768	KAI7835999.1	3076.A0A2P6TR00	90.8	586.3	C2E21_4562	Glyoxysomal fatty acid beta-oxidation multifunctional MFP-a.
769	KAI7846430.1	3076.A0A2P6TNW7	83.9	865.1	C2E21_5443	Protoporphyrinogen oxidase chloroplastic.
770	KAI7846119.1	3076.A0A2P6U175	85.7	848.2	C2E21_1729	Alpha-galactosidase.
771	KAI7845816.1	3076.A0A2P6TFQ3	92.3	1921.7	C2E21_8118	Translation factor GUF1 homolog, chloroplastic; Promotes chloroplast protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family.
772	KAI7838584.1	3076.A0A2P6TP79	91.2	1263.4	C2E21_5554	Triacylglycerol lipase SDP1.
773	KAI7838186.1	3076.A0A2P6TSW8	86.5	1701.4	C2E21_4047	Kinase.
774	KAI7837626.1	3076.A0A2P6TKL3	89.6	962.6	C2E21_6549	Acetohydroxy acid isomeroreductase isoform B; Belongs to the ketol-acid reductoisomerase family.
775	KAI7837525.1	3076.A0A2P6TT27	81.9	996.5	C2E21_4298	Cytochrome CYP711 clan; Belongs to the cytochrome P450 family.
776	KAI7843397.1	3076.A0A2P6TDM4	85.8	1080.9	C2E21_8716	Ceramide kinase isoform X2.
777	KAI7841548.1	3076.A0A2P6TVP5	95.1	996.1	C2E21_2927	NEDD8-activating enzyme E1 regulatory subunit; Regulatory subunit of the dimeric E1 enzyme. E1 activates RUB1/NEDD8 by first adenylating its C-terminal glycine residue with ATP, thereafter linking this residue to the side chain of the catalytic cysteine, yielding a RUB1-ECR1 thioester and free AMP. E1 finally transfers RUB1 to the catalytic cysteine of RCE1. Belongs to the ubiquitin-activating E1 family. ULA1 subfamily.
778	KAI7841455.1	3076.A0A2P6TMT0	87.6	901.7	C2E21_5714	Ferrochelatase-chloroplastic; Belongs to the ferrochelatase family.
779	KAI7846244.1	3076.A0A2P6TK75	81.2	1201.8	C2E21_6714	Lysine-specific histone demethylase 1-like protein 3 isoform B.
780	KAI7835308.1	3076.A0A2P6TVN5	76.3	389.8	C2E21_3056	Serine threonine-kinase SAPK3-like; Belongs to the protein kinase superfamily.
781	KAI7836759.1	3076.A0A2P6TNE9	91.2	686.4	C2E21_5508	Putative trans-2-enoyl-mitochondrial.
782	KAI7845744.1	3076.A0A2P6TFT1	94.3	1365.1	C2E21_8175	Long chain acyl-synthetase peroxisomal.
783	KAI7845829.1	3076.A0A2P6U326	98.0	807.4	C2E21_1145	Alanine-glyoxylate transaminase.
784	KAI7842764.1	3076.A0A2P6TGF4	94.9	1035.8	C2E21_7888	Apple domain-containing protein.
785	KAI7837618.1	3076.A0A2P6TJN6	79.6	1827.8	C2E21_6554	DNA (cytosine-5)-methyltransferase; Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family.
786	KAI7838318.1	3076.A0A2P6TLN3	89.5	590.1	C2E21_6375	Carboxylic ester hydrolase.
787	KAI7841253.1	3076.A0A2P6U0Q9	85.3	491.9	C2E21_1864	Superoxide dismutase.
788	KAI7836701.1	3076.A0A2P6TW26	91.0	390.2	C2E21_3043	Aldo keto reductase family.
789	KAI7840508.1	3076.A0A2P6TXI9	79.4	1739.9	C2E21_2570	ABC transporter A family member 2.
790	KAI7846122.1	3076.A0A2P6U0E9	44.9	251.1	C2E21_1731	Alpha-galactosidase.
791	KAI7846055.1	3076.A0A2P6TTR0	97.4	934.5	C2E21_3837	Aspartokinase; Belongs to the aspartokinase family.
792	KAI7842983.1	3076.A0A2P6TXH4	92.2	415.2	C2E21_2539	N-methyltryptophan oxidase isoform C.
793	KAI7838259.1	3076.A0A2P6TFJ4	92.3	280.8	C2E21_8023	DNA mismatch repair; Belongs to the Nudix hydrolase family.
794	KAI7843636.1	3076.A0A2P6TJ87	99.3	293.5	C2E21_7053	Ubiquitin-conjugating enzyme E2 28-like; Belongs to the ubiquitin-conjugating enzyme family.
795	KAI7838862.1	3076.A0A2P6TC17	81.4	511.5	C2E21_9189	Prostaglandin E synthase 2-like; Belongs to the peptidase S1 family.
796	KAI7844166.1	3076.A0A2P6TPB4	68.3	467.6	C2E21_5629	Serine threonine-kinase CTR1.
797	KAI7840653.1	3076.A0A2P6TP58	64.4	333.2	C2E21_5668	Histone-lysine N-methyltransferase.
797	KAI7840653.1	3076.A0A2P6TP58	57.0	81.6	C2E21_5668	Histone-lysine N-methyltransferase.
